Median_D492	Median_D492_Her2	Median_D492M	D492_1	D492_2	D492_3	D492_Her2_1	D492_Her2_2	D492_Her2_3	Coefficient of variation_D492	Coefficient of variation_D492_Her2	Protein ID_total	Protein ID_R1	Protein Names_R1	Gene Name (GN)_R1	Protein ID_R2	Protein Names_R2	Gene Name (GN)_R2	Protein ID_R3	Protein Names_R3	Gene Name (GN)_R3
-1.14997351169586	0.665379106998444	0.484594345092773	0.408300012	0.487399995	0.477400005	1.057800055	0.951300025	1.144999981	0.094107139	0.092270471	P46934-4	P46934-4	Isoform 4 of E3 ubiquitin-protein ligase NEDD4	NEDD4	P46934-4	Isoform 4 of E3 ubiquitin-protein ligase NEDD4	NEDD4	P46934-4	Isoform 4 of E3 ubiquitin-protein ligase NEDD4	NEDD4
-1.01257514953613	0.0256434641778469	0.986931622028351	0.394800007	0.417800009	0.476900011	0.720099986	0.758700013	0.631399989	0.09853153	0.09279562	Q9BUL9	Q9BUL9	Ribonuclease P protein subunit p25	RPP25	Q9BUL9	Ribonuclease P protein subunit p25	RPP25	Q9BUL9	Ribonuclease P protein subunit p25	RPP25
-1.08538162708282	0.201428562402725	0.883953154087067	0.4991	0.522000015	0.475499988	0.826399982	0.830200016	0.732900023	0.046607427	0.069192672	A0A024RD41	A0A024RD41	RAB23, member RAS oncogene family, isoform CRA_a	RAB23	A0A024RD41	RAB23, member RAS oncogene family, isoform CRA_a	RAB23	A0A024RD41	RAB23, member RAS oncogene family, isoform CRA_a	RAB23
-0.91823810338974	-0.147205159068108	1.06544327735901	0.479900002	0.448599994	0.474900007	0.701200008	0.67900002	0.670300007	0.035943956	0.023312253	B4DVY2	B4DVY2	cDNA FLJ54184, highly similar to Tropomyosin alpha-4 chain		B4DVY2	cDNA FLJ54184, highly similar to Tropomyosin alpha-4 chain		B4DVY2	cDNA FLJ54184, highly similar to Tropomyosin alpha-4 chain	
-0.983152627944946	-0.0328835695981979	1.01603615283966	0.434799999	NaN	0.472900003	0.67750001	NaN	0.74940002	0.059360518	0.071260752	A0A024R7T4	A0A024R7T4	Zinc finger protein 22 (KOX 15), isoform CRA_a	ZNF22				A0A024R7T4	Zinc finger protein 22 (KOX 15), isoform CRA_a	ZNF22
-0.953938722610474	-0.0865026190876961	1.04044139385223	0.531199992	0.541199982	0.471500009	0.708199978	0.743499994	0.735099971	0.07323213	0.025297608	P62380	P62380	TATA box-binding protein-like protein 1	TBPL1	P62380	TATA box-binding protein-like protein 1	TBPL1	P62380	TATA box-binding protein-like protein 1	TBPL1
-0.923039019107819	-0.139312624931335	1.06235158443451	0.427399993	0.477100015	0.467000008	0.685000002	0.611299992	0.677399993	0.057459759	0.061613159	B4DIQ0	B4DIQ0	mRNA-capping enzyme		B4DIQ0	mRNA-capping enzyme		B4DIQ0	mRNA-capping enzyme	
-1.13567340373993	0.387048244476318	0.748625159263611	0.457500011	0.443800002	0.466199994	0.895900011	0.893599987	0.939199984	0.024773572	0.028243081	P29992	P29992	Guanine nucleotide-binding protein subunit alpha-11	GNA11	P29992	Guanine nucleotide-binding protein subunit alpha-11	GNA11	P29992	Guanine nucleotide-binding protein subunit alpha-11	GNA11
-1.15457201004028	0.592208862304688	0.562363088130951	0.474799991	0.46360001	0.465000004	0.954299986	1.009299994	1.015400052	0.013044996	0.033890937	H3BRL3	H3BRL3	Ubiquitin domain-containing protein UBFD1	UBFD1	H3BRL3	Ubiquitin domain-containing protein UBFD1	UBFD1	H3BRL3	Ubiquitin domain-containing protein UBFD1	UBFD1
-1.11683058738709	0.812417507171631	0.304413080215454	0.467299998	0.4296	0.4648	1.265100002	1.191300035	1.146199942	0.046445269	0.049984357	Q8TED1	Q8TED1	Probable glutathione peroxidase 8	GPX8	Q8TED1	Probable glutathione peroxidase 8	GPX8	Q8TED1	Probable glutathione peroxidase 8	GPX8
-1.15461778640747	0.589277505874634	0.565340280532837	0.425700009	0.47299999	0.461100012	1.007500052	0.935000002	1.101099968	0.054280891	0.082080146	Q6XZF7	Q6XZF7	Dynamin-binding protein	DNMBP	Q6XZF7	Dynamin-binding protein	DNMBP	Q6XZF7	Dynamin-binding protein	DNMBP
-1.14745116233826	0.461846619844437	0.685604512691498	0.423500001	0.43720001	0.458200008	0.959500015	0.895399988	0.931299984	0.039754747	0.034592277	G5E9A6	G5E9A6	Ubiquitin carboxyl-terminal hydrolase 11	USP11	G5E9A6	Ubiquitin carboxyl-terminal hydrolase 11	USP11	G5E9A6	Ubiquitin carboxyl-terminal hydrolase 11	USP11
-1.15379953384399	0.53740382194519	0.616395711898804	0.453200012	0.442600012	0.455500007	0.994599998	0.881399989	0.975600004	0.015275617	0.063774981	B3KN59	B3KN59	cDNA FLJ13673 fis, clone PLACE1011858, highly similar to BAG family molecular chaperone regulator 2		B3KN59	cDNA FLJ13673 fis, clone PLACE1011858, highly similar to BAG family molecular chaperone regulator 2		B3KN59	cDNA FLJ13673 fis, clone PLACE1011858, highly similar to BAG family molecular chaperone regulator 2	
-1.13540387153625	0.385648488998413	0.749755442142487	NaN	0.473699987	0.449900001	NaN	0.899600029	0.892499983	0.036442467	0.005602913	Q53FJ5				Q53FJ5	Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy) variant (Fragment)		Q53FJ5	Prosaposin (Variant Gaucher disease and variant metachromatic leukodystrophy) variant (Fragment)	
-0.555794656276703	-0.598640859127045	1.15443551540375	NaN	0.465000004	0.449299991	NaN	0.4296	0.457500011	0.024284338	0.044478156	A0A024R562	A0A024R562	BCL2-antagonist of cell death, isoform CRA_c	BAD	A0A024R562	BCL2-antagonist of cell death, isoform CRA_c	BAD	A0A024R562	BCL2-antagonist of cell death, isoform CRA_c	BAD
-0.934210538864136	-0.120634503662586	1.0548449754715	0.447899997	0.434399992	0.43720001	0.72329998	0.667400002	0.596599996	0.016198951	0.095852432	Q96MG7	Q96MG7	Non-structural maintenance of chromosomes element 3 homolog	NSMCE3	Q96MG7	Non-structural maintenance of chromosomes element 3 homolog	NSMCE3	Q96MG7	Non-structural maintenance of chromosomes element 3 homolog	NSMCE3
-0.831876575946808	-0.277593284845352	1.10946989059448	0.419200003	NaN	0.434799999	0.548900008	NaN	0.632300019	0.025833402	0.099852205	Q5D1D5	Q5D1D5	Guanylate binding protein 1					Q5D1D5	Guanylate binding protein 1	
-0.819859445095062	-0.294252693653107	1.11411213874817	0.367799997	0.407599986	0.433699995	0.568599999	0.543200016	0.612699986	0.082341805	0.061177347	Q9NTX5-2	Q9NTX5-2	Isoform 2 of Ethylmalonyl-CoA decarboxylase	ECHDC1	Q9NTX5-2	Isoform 2 of Ethylmalonyl-CoA decarboxylase	ECHDC1	Q9NTX5-2	Isoform 2 of Ethylmalonyl-CoA decarboxylase	ECHDC1
-0.568592607975006	-0.586063861846924	1.15465652942657	0.400200009	0.408199996	0.433099985	0.44690001	0.380699992	0.402200013	0.041461557	0.082381087	Q96IZ0	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR	Q96IZ0	PRKC apoptosis WT1 regulator protein	PAWR
-1.00416302680969	0.00837879162281752	0.995784282684326	0.48179999	0.435099989	0.432599992	0.721099973	0.773999989	0.673699975	0.061605376	0.069404927	Q13557-8	Q13557-8	Isoform Delta 6 of Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	Q13557-8	Isoform Delta 6 of Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D	Q13557-8	Isoform Delta 6 of Calcium/calmodulin-dependent protein kinase type II subunit delta	CAMK2D
-0.458694040775299	-0.688367426395416	1.14706146717072	0.425199986	0.451299995	0.425999999	0.343899995	0.381999999	0.32190001	0.034188011	0.087060373	Q6PCE3	Q6PCE3	Glucose 1,6-bisphosphate synthase	PGM2L1	Q6PCE3	Glucose 1,6-bisphosphate synthase	PGM2L1	Q6PCE3	Glucose 1,6-bisphosphate synthase	PGM2L1
-0.882097005844116	-0.204264372587204	1.08636140823364	0.418900013	0.386400014	0.424800009	0.619000018	0.546299994	0.635599971	0.050431434	0.079120784	Q05682-5	Q05682-5	Isoform 5 of Caldesmon	CALD1	Q05682-5	Isoform 5 of Caldesmon	CALD1	Q05682-5	Isoform 5 of Caldesmon	CALD1
-1.08734166622162	0.20712061226368	0.8802210688591	NaN	0.388799995	0.420899987	NaN	0.746100008	0.846700013	0.056065512	0.089320623	Q9UMX1				Q9UMX1	Suppressor of fused homolog	SUFU	Q9UMX1	Suppressor of fused homolog	SUFU
-1.12046301364899	0.318525165319443	0.801937878131866	0.486099988	0.436100006	0.420599997	0.869799972	0.858200014	0.730499983	0.07647638	0.094318711	Q59EI3	Q59EI3	Branched chain keto acid dehydrogenase E1, alpha polypeptide variant (Fragment)		Q59EI3	Branched chain keto acid dehydrogenase E1, alpha polypeptide variant (Fragment)		Q59EI3	Branched chain keto acid dehydrogenase E1, alpha polypeptide variant (Fragment)	
-1.12497043609619	0.337027609348297	0.787942826747894	0.422199994	0.458400011	0.417899996	0.863799989	0.896700025	0.821200013	0.051395147	0.043986962	Q14696	Q14696	LRP chaperone MESD	MESD	Q14696	LRP chaperone MESD	MESD	Q14696	LRP chaperone MESD	MESD
-0.597195982933044	-0.557274460792542	1.15447044372559	0.401499987	NaN	0.413800001	0.41960001	NaN	0.422699988	0.021335518	0.005204833	Q9H7C9	Q9H7C9	Mth938 domain-containing protein	AAMDC				Q9H7C9	Mth938 domain-containing protein	AAMDC
-1.01463532447815	0.984692096710205	0.0299431942403317	0.403100014	0.455900013	0.411599994	1.537799954	1.36500001	1.567600012	0.066938589	0.073408308	Q59F20	Q59F20	Neuropilin-1 variant (Fragment)		Q59F20	Neuropilin-1 variant (Fragment)		Q59F20	Neuropilin-1 variant (Fragment)	
-1.1244500875473	0.334828823804855	0.789621233940125	0.44659999	0.42719999	0.407200009	0.863900006	0.876900017	0.791199982	0.046137593	0.054722557	Q6FGJ9	Q6FGJ9	Glutathione S-transferase	GSTM3	Q6FGJ9	Glutathione S-transferase	GSTM3	Q6FGJ9	Glutathione S-transferase	GSTM3
-1.14632129669189	0.452908486127853	0.693412840366364	0.370000005	0.418199986	0.406399995	0.922399998	0.932299972	0.922100008	0.063095132	0.006270841	I3L0N3	I3L0N3	Vesicle-fusing ATPase	NSF	I3L0N3	Vesicle-fusing ATPase	NSF	I3L0N3	Vesicle-fusing ATPase	NSF
-0.79689747095108	-0.325233399868011	1.12213087081909	0.431600004	0.407200009	0.404100001	0.588999987	0.552900016	0.514400005	0.036355791	0.067571861	O43491	O43491	Band 4.1-like protein 2	EPB41L2	O43491	Band 4.1-like protein 2	EPB41L2	O43491	Band 4.1-like protein 2	EPB41L2
-0.983651995658875	-0.0319311730563641	1.01558315753937	0.453200012	0.459800005	0.403800011	0.778900027	0.713500023	0.689300001	0.069725373	0.063737251	Q9BRR6-2	Q9BRR6-2	Isoform 2 of ADP-dependent glucokinase	ADPGK	Q9BRR6-2	Isoform 2 of ADP-dependent glucokinase	ADPGK	Q9BRR6-2	Isoform 2 of ADP-dependent glucokinase	ADPGK
-1.08467209339142	0.199385821819305	0.885286271572113	0.353300005	0.419400007	0.398299992	0.790499985	0.812900007	0.782400012	0.086496465	0.019866092	I6L9C8	I6L9C8	Zinc finger protein 428	ZNF428	I6L9C8	Zinc finger protein 428	ZNF428	I6L9C8	Zinc finger protein 428	ZNF428
-0.687485098838806	-0.459702014923096	1.1471871137619	0.433800012	0.423299998	0.396100014	0.505200028	0.494899988	0.474700004	0.046576844	0.031561198	Q53XJ5	Q53XJ5	Peptidylprolyl isomerase	FKBP2	Q53XJ5	Peptidylprolyl isomerase	FKBP2	Q53XJ5	Peptidylprolyl isomerase	FKBP2
-1.14373397827148	0.434373557567596	0.709360420703888	NaN	0.36559999	0.395799994	NaN	0.875	0.941200018	0.056093061	0.051547716	Q9BTV5				Q9BTV5	Fibronectin type III and SPRY domain-containing protein 1	FSD1	Q9BTV5	Fibronectin type III and SPRY domain-containing protein 1	FSD1
-1.14833068847656	0.469273120164871	0.679057598114014	0.394600004	0.46360001	0.391499996	0.92869997	0.936500013	0.930499971	0.097851199	0.004382594	Q92930	Q92930	Ras-related protein Rab-8B	RAB8B	Q92930	Ras-related protein Rab-8B	RAB8B	Q92930	Ras-related protein Rab-8B	RAB8B
-1.09263682365417	0.222885966300964	0.86975085735321	0.456099987	0.432700008	0.388799995	0.864799976	0.813000023	0.77670002	0.080227938	0.054116901	A8K9J6	A8K9J6	cDNA FLJ78024		A8K9J6	cDNA FLJ78024		A8K9J6	cDNA FLJ78024	
-1.12116193771362	0.32131752371788	0.79984438419342	0.387400001	0.361799985	0.388700008	0.881200016	0.84740001	0.821799994	0.039993115	0.035046495	J3K000	J3K000	PEPD protein	PEPD	J3K000	PEPD protein	PEPD	J3K000	PEPD protein	PEPD
-1.10914254188538	0.276448667049408	0.832693815231323	NaN	0.394600004	0.387400001	NaN	0.83130002	0.819800019	0.013020897	0.009850074	Q68EM7				Q68EM7	Rho GTPase-activating protein 17	ARHGAP17	Q68EM7	Rho GTPase-activating protein 17	ARHGAP17
-1.04572927951813	0.946937322616577	0.0987920016050339	NaN	0.367799997	0.378300011	NaN	1.526800036	1.402400017	0.019902509	0.06006015	A0A140VJI7				A0A140VJI7	Testicular tissue protein Li 61		A0A140VJI7	Testicular tissue protein Li 61	
-1.13631939888	0.745877921581268	0.390441447496414	0.339599997	NaN	0.375200003	1.11500001	NaN	1.184200048	0.070433705	0.04256421	P30530-2	P30530-2	Isoform Short of Tyrosine-protein kinase receptor UFO	AXL				P30530-2	Isoform Short of Tyrosine-protein kinase receptor UFO	AXL
-1.00369668006897	0.00743482355028391	0.996261835098267	0.331699997	0.354400009	0.372099996	0.704400003	0.586199999	0.680800021	0.057413065	0.095190924	Q9NYJ8	Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2	Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2	Q9NYJ8	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	TAB2
-1.0807718038559	0.188321769237518	0.892450094223022	0.402799994	0.359100014	0.353100002	0.771300018	0.807600021	0.680199981	0.072991847	0.087160745	Q969X5-2	Q969X5-2	Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1	Q969X5-2	Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1	Q969X5-2	Isoform 2 of Endoplasmic reticulum-Golgi intermediate compartment protein 1	ERGIC1
-0.740295052528381	-0.397297859191895	1.13759291172028	0.358500004	NaN	0.352699995	0.457100004	NaN	0.489499986	0.011533255	0.04840534	P08648	P08648	Integrin alpha-5	ITGA5				P08648	Integrin alpha-5	ITGA5
-0.701157033443451	-0.443955361843109	1.14511239528656	0.355100006	0.336600006	0.351799995	0.442099988	0.462900013	0.438699991	0.02836785	0.029250186	B1AKK2	B1AKK2	Dimethylarginine dimethylaminohydrolase 1, isoform CRA_b	DDAH1	B1AKK2	Dimethylarginine dimethylaminohydrolase 1, isoform CRA_b	DDAH1	B1AKK2	Dimethylarginine dimethylaminohydrolase 1, isoform CRA_b	DDAH1
-0.890186548233032	1.08202028274536	-0.191833704710007	0.360300004	0.315499991	0.331499994	2.022500038	2.219399929	2.260999918	0.067614584	0.058773103	P02751	P02751	Fibronectin	FN1	P02751	Fibronectin	FN1	P02751	Fibronectin	FN1
-1.08397150039673	0.197378113865852	0.886593341827393	NaN	0.327899992	0.324299991	NaN	0.81129998	0.717299998	0.00780615	0.086965885	Q13308				Q13308	Inactive tyrosine-protein kinase 7	PTK7	Q13308	Inactive tyrosine-protein kinase 7	PTK7
-0.91231232881546	-0.156840339303017	1.06915259361267	0.381399989	0.323300004	0.324099988	0.606899977	0.581799984	0.549499989	0.097148645	0.049663717	O95394	O95394	Phosphoacetylglucosamine mutase	PGM3	O95394	Phosphoacetylglucosamine mutase	PGM3	O95394	Phosphoacetylglucosamine mutase	PGM3
-0.894623637199402	-0.184935301542282	1.07955896854401	0.313300014	0.297199994	0.301499993	0.558000028	0.552600026	0.499199986	0.027421307	0.060569726	A0A024R5L0	A0A024R5L0	Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_a	PRCP	A0A024R5L0	Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_a	PRCP	A0A024R5L0	Prolylcarboxypeptidase (Angiotensinase C), isoform CRA_a	PRCP
-0.935550928115845	-0.118363037705421	1.05391395092011	NaN	0.244000003	0.272399992	NaN	0.538200021	0.587599993	0.077776239	0.062055525	B2RU35				B2RU35	Tensin 1	TNS1	B2RU35	Tensin 1	TNS1
-0.56856894493103	-0.586087286472321	1.154656291008	NaN	0.254599988	0.269899994	NaN	0.258399993	0.251100004	0.04125353	0.020262501	F6WFR7				F6WFR7	Neurotrimin	NTM	F6WFR7	Neurotrimin	NTM
-1.12936055660248	0.356333136558533	0.773027420043945	0.247400001	0.249899998	0.265500009	0.777400017	0.854700029	0.835699975	0.038574993	0.048967467	Q86VY4	Q86VY4	Testis-specific Y-encoded-like protein 5	TSPYL5	Q86VY4	Testis-specific Y-encoded-like protein 5	TSPYL5	Q86VY4	Testis-specific Y-encoded-like protein 5	TSPYL5
-1.15390002727509	0.539719641208649	0.614180326461792	0.272599995	0.249400005	0.263900012	0.956099987	1.032600045	0.968999982	0.044739305	0.041540238	O75663	O75663	TIP41-like protein	TIPRL	O75663	TIP41-like protein	TIPRL	O75663	TIP41-like protein	TIPRL
-0.976547122001648	-0.045361939817667	1.02190899848938	0.262699991	NaN	0.262899995	0.599600017	NaN	0.612999976	0.000538142	0.01562791	Q8N6C1	Q8N6C1	CTCL tumor antigen HD-CL-02					Q8N6C1	CTCL tumor antigen HD-CL-02	
-1.13960766792297	0.408649384975433	0.73095828294754	0.26699999	0.282700002	0.260500014	0.873700023	0.847000003	0.899600029	0.042261021	0.030112231	B2R747	B2R747	cDNA, FLJ93281, highly similar to Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA		B2R747	cDNA, FLJ93281, highly similar to Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA		B2R747	cDNA, FLJ93281, highly similar to Homo sapiens calcium/calmodulin-dependent protein kinase IV (CAMK4), mRNA	
-1.00801718235016	0.991785168647766	0.016232080757618	0.216100007	0.244900003	0.25940001	1.719200015	1.536999941	1.74909997	0.091782508	0.068808395	Q5TB52	Q5TB52	3-phosphoadenosine 5-phosphosulfate synthase 2, isoform CRA_b	PAPSS2	Q5TB52	3-phosphoadenosine 5-phosphosulfate synthase 2, isoform CRA_b	PAPSS2	Q5TB52	3-phosphoadenosine 5-phosphosulfate synthase 2, isoform CRA_b	PAPSS2
-1.00180387496948	0.00361761730164289	0.99818629026413	0.28580001	0.281300008	0.25909999	0.6426	0.668099999	0.57190001	0.051904195	0.079419472	Q12929	Q12929	Epidermal growth factor receptor kinase substrate 8	EPS8	Q12929	Epidermal growth factor receptor kinase substrate 8	EPS8	Q12929	Epidermal growth factor receptor kinase substrate 8	EPS8
-0.952294588088989	-0.0894066542387009	1.04170119762421	0.2509	NaN	0.252600014	0.582599998	NaN	0.568499982	0.004774941	0.017322937	Q96PU8-9	Q96PU8-9	Isoform 6 of Protein quaking	QKI				Q96PU8-9	Isoform 6 of Protein quaking	QKI
-0.97981071472168	-0.0392243228852749	1.0190349817276	0.247500002	0.247400001	0.251800001	0.601599991	0.561999977	0.606599987	0.010092289	0.041410037	F8W717	F8W717	Echinoderm microtubule-associated protein-like 1	EML1	F8W717	Echinoderm microtubule-associated protein-like 1	EML1	F8W717	Echinoderm microtubule-associated protein-like 1	EML1
-0.617335140705109	-0.536420047283173	1.15375518798828	0.2315	0.236100003	0.25029999	0.270999998	0.282400012	0.243399993	0.040952755	0.075500522	Q99958	Q99958	Forkhead box protein C2	FOXC2	Q99958	Forkhead box protein C2	FOXC2	Q99958	Forkhead box protein C2	FOXC2
-1.13707661628723	0.394490957260132	0.742585718631744	0.229200006	0.243499994	0.242400005	0.858799994	0.932200015	0.859700024	0.03338383	0.04767055	Q9BRX8-2	Q9BRX8-2	Isoform 2 of Redox-regulatory protein FAM213A	FAM213A	Q9BRX8-2	Isoform 2 of Redox-regulatory protein FAM213A	FAM213A	Q9BRX8-2	Isoform 2 of Redox-regulatory protein FAM213A	FAM213A
-0.940110445022583	-0.110586076974869	1.05069649219513	0.227699995	0.199000001	0.232999995	0.549499989	0.476999998	0.581399977	0.08318732	0.09981881	Q9NZU5	Q9NZU5	LIM and cysteine-rich domains protein 1	LMCD1	Q9NZU5	LIM and cysteine-rich domains protein 1	LMCD1	Q9NZU5	LIM and cysteine-rich domains protein 1	LMCD1
-1.13183224201202	0.367883831262589	0.763948440551758	0.246099994	0.217399999	0.214000002	0.78640002	0.836499989	0.869599998	0.078082279	0.050417393	B3KUB6	B3KUB6	cDNA FLJ39529 fis, clone PUAEN2004067, highly similar to Band 4.1-like protein 1		B3KUB6	cDNA FLJ39529 fis, clone PUAEN2004067, highly similar to Band 4.1-like protein 1		B3KUB6	cDNA FLJ39529 fis, clone PUAEN2004067, highly similar to Band 4.1-like protein 1	
-0.863265514373779	-0.23250538110733	1.09577095508575	NaN	0.195099995	0.202600002	NaN	0.470200002	0.443399996	0.026669884	0.041485259	B4DI61				B4DI61	cDNA FLJ58182, highly similar to Protein CYR61		B4DI61	cDNA FLJ58182, highly similar to Protein CYR61	
-1.15363574028015	0.533883213996887	0.619752526283264	0.191599995	0.211400002	0.192499995	0.960900009	0.902499974	1.065199971	0.056326405	0.08443149	F1D8R0	F1D8R0	Nuclear receptor subfamily 2, group F, member 2, isoform CRA_a	NR2F2	F1D8R0	Nuclear receptor subfamily 2, group F, member 2, isoform CRA_a	NR2F2	F1D8R0	Nuclear receptor subfamily 2, group F, member 2, isoform CRA_a	NR2F2
-1.11890089511871	0.312376409769058	0.806524515151978	0.199100003	0.175899997	0.171399996	0.845499992	0.788500011	0.74849999	0.081615149	0.061382141	L7RSM7	L7RSM7	Protein kinase C	PRKCA	L7RSM7	Protein kinase C	PRKCA	L7RSM7	Protein kinase C	PRKCA
-0.633382558822632	-0.519442617893219	1.1528252363205	0.1919	0.158899993	0.170699999	0.2236	0.207699999	0.224600002	0.096193555	0.043368218	P29966	P29966	Myristoylated alanine-rich C-kinase substrate	MARCKS	P29966	Myristoylated alanine-rich C-kinase substrate	MARCKS	P29966	Myristoylated alanine-rich C-kinase substrate	MARCKS
-0.76449728012085	-0.367189794778824	1.13168704509735	NaN	0.154699996	0.149599999	NaN	0.310600013	0.349000007	0.023701889	0.0823314	Q9H4G4				Q9H4G4	Golgi-associated plant pathogenesis-related protein 1	GLIPR2	Q9H4G4	Golgi-associated plant pathogenesis-related protein 1	GLIPR2
-0.807899475097656	-0.310524791479111	1.11842429637909	0.060699999	0.063900001	0.0656	0.317099988	0.305599988	0.3028	0.039242456	0.024564844	V9HW74	V9HW74	Ubiquitin carboxyl-terminal hydrolase	HEL-117	V9HW74	Ubiquitin carboxyl-terminal hydrolase	HEL-117	V9HW74	Ubiquitin carboxyl-terminal hydrolase	HEL-117
-0.771086692810059	-0.358814775943756	1.12990140914917	0.0286	0.028000001	0.027799999	0.271699995	0.238800004	0.226300001	0.014798575	0.0954863	Q59GA0	Q59GA0	Thy-1 cell surface antigen variant (Fragment)		Q59GA0	Thy-1 cell surface antigen variant (Fragment)		Q59GA0	Thy-1 cell surface antigen variant (Fragment)	
1.08460533618927	-0.885411202907562	-0.199194103479385	1.241700053	1.218899965	NaN	0.872799993	0.880999982	NaN	0.0131042	0.006612235	O00429	O00429	Dynamin-1-like protein	DNM1L	O00429	Dynamin-1-like protein	DNM1L	O00429	Dynamin-1-like protein	DNM1L
-0.891796231269836	-0.189337775111198	1.08113396167755	0.158899993	0.177000001	NaN	0.440299988	0.488099992	NaN	0.076205054	0.072812814	A0A087WT82	A0A087WT82	Glypican-6	GPC6	A0A087WT82	Glypican-6	GPC6	A0A087WT82	Glypican-6	GPC6
1.11437928676605	-0.295237272977829	-0.819142043590546	1.314499974	1.348700047	NaN	1.12530005	1.054399967	NaN	0.018160936	0.04600076	O95182	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7	O95182	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7	NDUFA7
-0.045041773468256	-0.976718068122864	1.02175986766815	1.029600024	0.895399988	NaN	0.981899977	0.877600014	NaN	0.098590915	0.079323701	A2A2D0	A2A2D0	Stathmin (Fragment)	STMN1	A2A2D0	Stathmin (Fragment)	STMN1	A2A2D0	Stathmin (Fragment)	STMN1
-1.04726266860962	0.102406024932861	0.944856584072113	0.949000001	0.967999995	NaN	1.008100033	0.956799984	NaN	0.014016718	0.036922604	P26599	P26599	Polypyrimidine tract-binding protein 1	PTBP1	P26599	Polypyrimidine tract-binding protein 1	PTBP1	P26599	Polypyrimidine tract-binding protein 1	PTBP1
-0.385483801364899	-0.749888300895691	1.13537204265594	0.940199971	0.958800018	NaN	0.99180001	0.883000016	NaN	0.013851732	0.082070848	A0A0S2Z4Q3	A0A0S2Z4Q3	CCHC-type zinc finger nucleic acid binding protein isoform 1 (Fragment)	CNBP	A0A0S2Z4Q3	CCHC-type zinc finger nucleic acid binding protein isoform 1 (Fragment)	CNBP	A0A0S2Z4Q3	CCHC-type zinc finger nucleic acid binding protein isoform 1 (Fragment)	CNBP
-1.15439605712891	0.600161850452423	0.554234206676483	1.019400001	0.943400025	NaN	1.06099999	0.939999998	NaN	0.054758607	0.085517157	Q6P0N9	Q6P0N9	Protein phosphatase 2 (Formerly 2A), regulatory subunit B, alpha	PPP2R3A	Q6P0N9	Protein phosphatase 2 (Formerly 2A), regulatory subunit B, alpha	PPP2R3A	Q6P0N9	Protein phosphatase 2 (Formerly 2A), regulatory subunit B, alpha	PPP2R3A
-0.0648300871253014	-0.966007590293884	1.03083765506744	0.810100019	0.843999982	NaN	0.711399972	0.658200026	NaN	0.028983609	0.05493289	Q13813	Q13813	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Q13813	Spectrin alpha chain, non-erythrocytic 1	SPTAN1	Q13813	Spectrin alpha chain, non-erythrocytic 1	SPTAN1
-1.00618135929108	0.993701815605164	0.0124795027077198	0.724900007	0.779900014	NaN	1.243600011	1.233399987	NaN	0.051689098	0.005823582	Q14978-3	Q14978-3	Isoform 3 of Nucleolar and coiled-body phosphoprotein 1	NOLC1	Q14978-3	Isoform 3 of Nucleolar and coiled-body phosphoprotein 1	NOLC1	Q14978-3	Isoform 3 of Nucleolar and coiled-body phosphoprotein 1	NOLC1
-0.490576982498169	1.15055119991302	-0.659974277019501	1.001399994	1.009500027	NaN	1.099699974	1.016800046	NaN	0.005696542	0.055392488	Q15366-6	Q15366-6	Isoform 6 of Poly(rC)-binding protein 2	PCBP2	Q15366-6	Isoform 6 of Poly(rC)-binding protein 2	PCBP2	Q15366-6	Isoform 6 of Poly(rC)-binding protein 2	PCBP2
-0.816020965576172	-0.299507945775986	1.11552894115448	0.844399989	0.733399987	NaN	0.815999985	0.87470001	NaN	0.099491513	0.049100593	Q4KMQ2-3	Q4KMQ2-3	Isoform 3 of Anoctamin-6	ANO6	Q4KMQ2-3	Isoform 3 of Anoctamin-6	ANO6	Q4KMQ2-3	Isoform 3 of Anoctamin-6	ANO6
-0.370880275964737	1.1324542760849	-0.761574029922485	1.095199943	1.049399972	NaN	1.391899943	1.309100032	NaN	0.030201876	0.043353113	Q5U5X0	Q5U5X0	Complex III assembly factor LYRM7	LYRM7	Q5U5X0	Complex III assembly factor LYRM7	LYRM7	Q5U5X0	Complex III assembly factor LYRM7	LYRM7
